City,Neighborhood,Listing_Type,Property_Type,Bedrooms,Bathrooms,Size_m2,Has_Pool,Has_Garden,Is_Furnished,Latitude,Longitude,Price_MAD
Rabat,Océan,Buy,Apartment,3,2,103,0,0,1,33.97967,-6.8576,1068705
Rabat,Souissi,Buy,Apartment,2,3,80,0,0,1,34.00628,-6.87198,861524
Marrakech,Hivernage,Buy,Riad,6,2,745,1,1,1,31.65316,-7.97096,16993311
Tangier,Marshane,Buy,Studio,1,1,52,0,0,1,35.79417,-5.84643,511224
Marrakech,Guéliz,Buy,Studio,1,1,51,0,0,1,31.61944,-8.00137,529107
Tangier,Malabata,Rent,Apartment,2,1,172,0,0,0,35.78635,-5.82685,15276
Tangier,Moujahidine,Rent,Studio,1,1,35,0,0,1,35.72628,-5.803,2913
Rabat,Hassan,Buy,Riad,7,6,386,1,0,0,34.01799,-6.86952,7499696
Rabat,Souissi,Buy,Riad,3,4,270,0,1,1,34.04372,-6.83574,4690783
Marrakech,Guéliz,Buy,Apartment,4,1,141,0,0,0,31.65161,-7.96297,1281080
Casablanca,Sidi Maârouf,Buy,Apartment,4,2,62,0,0,1,33.56882,-7.60987,745444
Tangier,Centre Ville,Buy,Apartment,3,2,84,0,0,1,35.77656,-5.81917,823253
Casablanca,Hay Mockh,Rent,Studio,1,1,40,0,0,1,33.5631,-7.57916,4225
Casablanca,Anfa,Buy,Apartment,4,2,93,0,0,0,33.57001,-7.5706,1429703
Tangier,Marshane,Buy,Land,0,0,182,0,0,0,35.7527,-5.79494,1203696
Rabat,Hassan,Buy,Apartment,4,1,102,0,0,1,34.02221,-6.85671,1092334
Marrakech,Sidi Ghanem,Rent,Apartment,2,3,133,0,0,0,31.62733,-7.98342,8522
Tangier,Centre Ville,Rent,Riad,6,5,597,0,1,1,35.75534,-5.8069,85230
Rabat,Souissi,Rent,Apartment,4,2,112,0,0,1,34.0269,-6.87471,11443
Marrakech,Medina,Buy,Apartment,4,2,130,0,0,0,31.635,-7.98857,1264584
Rabat,Souissi,Buy,Villa,3,5,286,1,1,1,34.02918,-6.83675,5495839
Casablanca,Maârif,Buy,Villa,4,2,448,0,1,0,33.5767,-7.59174,8095290
Marrakech,Sidi Ghanem,Rent,Apartment,2,1,170,0,0,0,31.62965,-8.00276,12045
Casablanca,Sidi Maârouf,Rent,Apartment,4,1,79,0,0,1,33.56486,-7.56883,8644
Tangier,Marshane,Buy,Apartment,4,1,138,0,0,0,35.75255,-5.85085,1151967
Marrakech,Hivernage,Buy,Apartment,4,1,83,0,0,0,31.59483,-8.0237,1115666
Casablanca,Maârif,Buy,Apartment,3,3,89,0,0,0,33.55998,-7.56757,1087510
Casablanca,Hay Mockh,Buy,Land,0,0,756,0,0,0,33.58035,-7.56732,7095600
Marrakech,Palmeraie,Buy,Studio,1,1,56,0,0,0,31.65596,-7.99213,773282
Tangier,Centre Ville,Rent,Apartment,3,2,153,0,0,1,35.73013,-5.83471,11129
Casablanca,Hay Mockh,Rent,Apartment,2,3,60,0,0,0,33.54466,-7.5855,4987
Marrakech,Medina,Buy,Apartment,2,3,133,0,0,1,31.65613,-7.99394,1366952
Casablanca,Maârif,Buy,Studio,1,1,36,0,0,0,33.5909,-7.58138,469948
Rabat,Hay Riad,Buy,Apartment,2,2,141,0,0,1,34.04947,-6.85281,2288434
Rabat,Océan,Rent,Apartment,3,3,141,0,0,0,33.99854,-6.82516,10574
Tangier,Marshane,Buy,Villa,5,3,743,0,1,1,35.74521,-5.85057,10313667
Rabat,Souissi,Buy,Apartment,2,1,67,0,0,0,34.02045,-6.83473,791146
Rabat,Agdal,Buy,Villa,7,5,281,1,1,1,34.00271,-6.82937,5174388
Tangier,Malabata,Rent,Studio,1,1,53,0,0,1,35.76093,-5.83618,5324
Rabat,Océan,Buy,Apartment,3,3,147,0,0,1,34.01741,-6.79844,1622425
Casablanca,Bourgogne,Buy,Land,0,0,637,0,0,0,33.59774,-7.58105,5973174
Rabat,Hassan,Buy,Land,0,0,833,0,0,0,34.04052,-6.88981,6626967
Tangier,Marshane,Rent,Villa,6,4,700,0,1,1,35.77196,-5.80126,77264
Marrakech,Hivernage,Buy,Apartment,4,1,65,0,0,1,31.65141,-7.98136,1012965
Tangier,Moujahidine,Rent,Studio,1,1,58,0,0,0,35.79301,-5.83788,3229
Tangier,Moujahidine,Buy,Apartment,3,2,79,0,0,0,35.75307,-5.83482,661459
Tangier,Moujahidine,Rent,Apartment,2,1,160,0,0,0,35.76548,-5.84647,8695
Marrakech,Palmeraie,Buy,Apartment,3,1,115,0,0,1,31.64059,-8.00771,1503297
Marrakech,Hivernage,Buy,Villa,7,3,422,0,1,0,31.62709,-7.9881,8240159
Marrakech,Medina,Rent,Villa,5,3,222,1,1,0,31.58326,-7.99307,24306
Rabat,Hay Riad,Rent,Apartment,2,2,137,0,0,1,34.01428,-6.83602,19057
Tangier,Moujahidine,Rent,Apartment,2,2,145,0,0,0,35.74642,-5.79158,8526
Casablanca,Maârif,Buy,Apartment,3,3,121,0,0,1,33.58397,-7.62595,1552917
Marrakech,Hivernage,Rent,Apartment,4,2,162,0,0,0,31.65104,-7.97754,17091
Tangier,Malabata,Rent,Apartment,3,3,80,0,0,0,35.73742,-5.82881,7076
Rabat,Océan,Buy,Land,0,0,978,0,0,0,34.03109,-6.82205,9285255
Casablanca,Bourgogne,Rent,Apartment,2,3,96,0,0,0,33.56316,-7.58832,7700
Rabat,Hay Riad,Buy,Apartment,3,3,120,0,0,0,34.0376,-6.86857,1836284
Tangier,Marshane,Buy,Apartment,3,1,86,0,0,1,35.75198,-5.82878,746129
Marrakech,Medina,Rent,Apartment,4,2,160,0,0,0,31.6409,-7.96382,12278
Rabat,Océan,Buy,Apartment,3,3,84,0,0,1,34.04059,-6.82579,1059393
Rabat,Océan,Rent,Riad,4,6,442,1,0,1,34.0213,-6.87121,83066
Casablanca,Sidi Maârouf,Rent,Villa,7,2,593,1,1,1,33.5566,-7.61382,95280
Casablanca,Bourgogne,Buy,Apartment,3,2,137,0,0,1,33.53499,-7.59109,1578457
Rabat,Agdal,Rent,Apartment,3,2,159,0,0,0,34.0486,-6.83367,11136
Rabat,Hay Riad,Rent,Riad,5,2,685,0,1,0,34.02564,-6.84364,136474
Tangier,Centre Ville,Rent,Apartment,3,2,122,0,0,1,35.743,-5.83307,8788
Marrakech,Hivernage,Rent,Riad,7,6,323,0,0,1,31.62371,-7.98094,76640
Rabat,Hay Riad,Buy,Villa,6,5,211,0,1,0,34.02615,-6.8706,5494604
Rabat,Agdal,Rent,Apartment,2,3,142,0,0,1,34.00484,-6.85802,13509
Casablanca,Sidi Maârouf,Buy,Land,0,0,1052,0,0,0,33.57717,-7.61802,10375714
Marrakech,Palmeraie,Buy,Apartment,4,2,131,0,0,0,31.62844,-8.0089,1797765
Tangier,Marshane,Buy,Studio,1,1,33,0,0,1,35.76105,-5.81621,371831
Tangier,Marshane,Rent,Apartment,2,3,137,0,0,0,35.78202,-5.83154,7558
Marrakech,Sidi Ghanem,Rent,Apartment,2,2,62,0,0,0,31.62138,-8.00004,4626
Rabat,Océan,Buy,Apartment,3,2,78,0,0,0,34.03535,-6.83746,851776
Tangier,Malabata,Rent,Apartment,4,2,142,0,0,0,35.783,-5.87158,11781
Marrakech,Medina,Rent,Studio,1,1,49,0,0,1,31.59818,-7.92938,4864
Casablanca,Sidi Maârouf,Rent,Apartment,3,3,156,0,0,1,33.56087,-7.57405,17194
Casablanca,Anfa,Rent,Apartment,3,1,178,0,0,0,33.54491,-7.58822,20964
Marrakech,Guéliz,Buy,Land,0,0,1170,0,0,0,31.61757,-7.97053,9921896
Marrakech,Hivernage,Buy,Riad,3,4,565,0,1,1,31.63488,-7.95688,12758656
Tangier,Moujahidine,Buy,Apartment,4,1,127,0,0,0,35.76813,-5.85748,1082157
Tangier,Centre Ville,Rent,Apartment,4,1,164,0,0,0,35.7273,-5.8087,10336
Marrakech,Guéliz,Rent,Apartment,3,1,90,0,0,0,31.6642,-8.00251,6118
Casablanca,Maârif,Buy,Land,0,0,1416,0,0,0,33.60668,-7.63668,14251781
Marrakech,Palmeraie,Buy,Land,0,0,186,0,0,0,31.64985,-7.99036,2165542
Casablanca,Anfa,Buy,Apartment,2,1,171,0,0,0,33.57729,-7.58681,2711089
Rabat,Souissi,Buy,Apartment,3,3,145,0,0,0,34.02065,-6.83592,1508334
Rabat,Hassan,Rent,Villa,3,5,763,0,1,0,34.0244,-6.85593,94326
Casablanca,Anfa,Buy,Apartment,2,3,122,0,0,0,33.58003,-7.59654,1853510
Casablanca,Bourgogne,Rent,Riad,5,6,368,0,0,0,33.60085,-7.58135,55600
Rabat,Souissi,Rent,Studio,1,1,47,0,0,0,34.02678,-6.87166,3626
Tangier,Centre Ville,Rent,Studio,1,1,56,0,0,0,35.74553,-5.83437,3653
Rabat,Souissi,Buy,Riad,4,4,466,0,1,0,34.04608,-6.83971,7526452
Tangier,Moujahidine,Rent,Apartment,2,1,74,0,0,0,35.76379,-5.84282,4345
Casablanca,Anfa,Rent,Apartment,2,3,154,0,0,1,33.58891,-7.57939,21951
Marrakech,Sidi Ghanem,Buy,Apartment,3,2,119,0,0,0,31.67391,-7.9846,1289529
Marrakech,Sidi Ghanem,Rent,Riad,5,3,723,0,0,1,31.64368,-7.97786,116020
Rabat,Hay Riad,Rent,Studio,1,1,45,0,0,1,34.01862,-6.84182,6021
Tangier,Marshane,Rent,Villa,6,5,369,1,1,0,35.75669,-5.79364,32882
Rabat,Hay Riad,Buy,Studio,1,1,32,0,0,1,34.0369,-6.83092,510287
Casablanca,Maârif,Buy,Apartment,4,1,169,0,0,0,33.57649,-7.58016,1919070
Rabat,Agdal,Rent,Apartment,3,2,108,0,0,1,34.00999,-6.82455,11179
Marrakech,Guéliz,Buy,Apartment,2,2,87,0,0,1,31.65296,-7.99158,925424
Tangier,Marshane,Buy,Villa,3,4,627,1,1,0,35.76366,-5.83818,8231224
Casablanca,Maârif,Buy,Apartment,3,1,93,0,0,0,33.55487,-7.57,1075329
Marrakech,Guéliz,Rent,Riad,8,2,687,0,0,1,31.64951,-7.97813,108195
Tangier,Marshane,Buy,Studio,1,1,38,0,0,0,35.75328,-5.85582,340824
Tangier,Malabata,Rent,Apartment,4,3,79,0,0,0,35.73872,-5.82036,6913
Tangier,Moujahidine,Buy,Villa,3,2,709,1,1,0,35.74631,-5.83059,10591086
Marrakech,Guéliz,Rent,Villa,7,2,264,1,1,1,31.63069,-7.97513,41730
Rabat,Hassan,Buy,Apartment,2,2,63,0,0,1,34.01938,-6.83999,745120
Marrakech,Hivernage,Buy,Apartment,4,2,163,0,0,0,31.6211,-8.02267,2195930
Casablanca,Bourgogne,Buy,Apartment,3,3,149,0,0,0,33.54269,-7.58212,1962743
Marrakech,Guéliz,Buy,Apartment,3,2,71,0,0,1,31.65169,-7.98249,687314
Tangier,Moujahidine,Buy,Villa,7,3,582,1,1,0,35.76768,-5.84252,7943098
Marrakech,Medina,Rent,Studio,1,1,53,0,0,1,31.6451,-7.97568,4948
Tangier,Centre Ville,Buy,Studio,1,1,48,0,0,0,35.74633,-5.83052,432741
Tangier,Marshane,Rent,Riad,5,3,706,1,1,1,35.77158,-5.83276,96493
Casablanca,Bourgogne,Buy,Apartment,3,1,102,0,0,1,33.60272,-7.57462,1330643
Tangier,Moujahidine,Buy,Land,0,0,1643,0,0,0,35.75503,-5.84606,12272316
Marrakech,Guéliz,Buy,Apartment,3,3,177,0,0,1,31.58628,-7.95649,1779973
Marrakech,Sidi Ghanem,Buy,Apartment,3,3,140,0,0,1,31.60903,-7.95267,1577194
Marrakech,Sidi Ghanem,Buy,Studio,1,1,34,0,0,1,31.61736,-7.9544,388338
Marrakech,Palmeraie,Rent,Apartment,2,2,172,0,0,0,31.63571,-7.97672,17612
Casablanca,Bourgogne,Buy,Apartment,2,3,60,0,0,0,33.56997,-7.60083,714790
Marrakech,Hivernage,Buy,Apartment,4,3,160,0,0,0,31.63189,-7.95732,2074436
Casablanca,Sidi Maârouf,Buy,Riad,8,4,761,1,1,1,33.60435,-7.5309,13726839
Marrakech,Sidi Ghanem,Buy,Land,0,0,819,0,0,0,31.62454,-7.98963,7079184
Tangier,Malabata,Rent,Villa,4,5,359,1,1,1,35.80687,-5.81688,63181
Marrakech,Guéliz,Rent,Apartment,4,1,123,0,0,0,31.64667,-7.96405,8903
Casablanca,Sidi Maârouf,Buy,Apartment,2,2,98,0,0,1,33.53415,-7.59159,1128393
Casablanca,Anfa,Rent,Apartment,2,1,63,0,0,0,33.5743,-7.57187,6660
Marrakech,Hivernage,Buy,Apartment,4,1,68,0,0,0,31.61179,-7.99655,954852
Casablanca,Hay Mockh,Rent,Apartment,3,3,111,0,0,0,33.59421,-7.59244,9005
Rabat,Souissi,Buy,Apartment,3,2,86,0,0,0,34.02637,-6.86569,939061
Tangier,Malabata,Buy,Studio,1,1,51,0,0,0,35.73343,-5.84303,649143
Casablanca,Hay Mockh,Rent,Apartment,3,2,63,0,0,0,33.56387,-7.61588,4648
Tangier,Moujahidine,Rent,Villa,7,2,632,1,1,1,35.79016,-5.81778,80341
Rabat,Hassan,Rent,Apartment,2,2,64,0,0,1,34.00533,-6.82872,6041
Casablanca,Hay Mockh,Buy,Villa,5,6,294,0,1,1,33.56033,-7.57347,5126421
Casablanca,Hay Mockh,Buy,Riad,6,4,447,1,1,0,33.58413,-7.55186,8995345
Tangier,Centre Ville,Buy,Apartment,4,2,72,0,0,0,35.77709,-5.84097,623228
Marrakech,Sidi Ghanem,Buy,Riad,8,2,718,1,1,0,31.65287,-7.98601,12508254
Tangier,Malabata,Buy,Apartment,3,3,75,0,0,1,35.77924,-5.86597,1069868
Tangier,Centre Ville,Buy,Apartment,3,2,169,0,0,0,35.73557,-5.8826,1666290
Rabat,Océan,Buy,Apartment,3,2,74,0,0,1,34.02205,-6.84992,794201
Casablanca,Anfa,Buy,Studio,1,1,45,0,0,0,33.52598,-7.61609,816077
Casablanca,Hay Mockh,Rent,Apartment,4,3,175,0,0,0,33.56346,-7.57966,13001
Tangier,Malabata,Rent,Apartment,3,1,88,0,0,0,35.74493,-5.81864,7730
Tangier,Centre Ville,Rent,Apartment,4,2,163,0,0,1,35.72991,-5.85239,11721
Casablanca,Maârif,Buy,Apartment,2,1,76,0,0,1,33.59159,-7.57846,970513
Casablanca,Hay Mockh,Rent,Villa,6,4,640,0,1,1,33.57604,-7.60103,104882
Rabat,Océan,Rent,Studio,1,1,33,0,0,0,34.0359,-6.87534,2680
Casablanca,Sidi Maârouf,Rent,Studio,1,1,43,0,0,1,33.58878,-7.57423,4730
Tangier,Malabata,Buy,Apartment,2,1,93,0,0,1,35.7654,-5.83791,1142929
Rabat,Hassan,Buy,Villa,6,6,449,1,1,1,34.01626,-6.85062,7790111
Casablanca,Maârif,Buy,Riad,4,2,784,0,0,1,33.57155,-7.54231,14494712
Rabat,Océan,Rent,Apartment,3,2,68,0,0,1,33.98253,-6.87343,6025
Marrakech,Sidi Ghanem,Buy,Villa,6,2,773,0,1,0,31.65621,-7.99661,11465182
Rabat,Hay Riad,Rent,Riad,8,5,211,0,1,0,34.0203,-6.85464,43120
Rabat,Océan,Rent,Apartment,4,1,98,0,0,1,34.03604,-6.8278,10362
Marrakech,Medina,Rent,Apartment,2,2,162,0,0,0,31.60287,-7.99611,11909
Tangier,Moujahidine,Rent,Apartment,3,1,72,0,0,0,35.7913,-5.8484,4680
Casablanca,Anfa,Buy,Apartment,4,1,169,0,0,1,33.58545,-7.56534,2635303
Casablanca,Hay Mockh,Rent,Apartment,4,1,132,0,0,0,33.59878,-7.5932,10165
Tangier,Marshane,Rent,Studio,1,1,60,0,0,0,35.76893,-5.81475,3432
Rabat,Hassan,Rent,Apartment,2,2,65,0,0,1,34.01449,-6.85375,6403
Tangier,Malabata,Rent,Apartment,2,3,152,0,0,1,35.76881,-5.8565,16982
Tangier,Moujahidine,Buy,Apartment,4,1,155,0,0,1,35.74396,-5.83897,1365947
Tangier,Moujahidine,Buy,Land,0,0,1423,0,0,0,35.77271,-5.82932,10538095
Marrakech,Hivernage,Rent,Studio,1,1,49,0,0,1,31.63539,-7.99404,5934
Tangier,Malabata,Rent,Villa,6,6,231,1,1,1,35.72791,-5.84204,41864
Marrakech,Guéliz,Rent,Studio,1,1,41,0,0,0,31.62559,-7.95292,2697
Rabat,Hassan,Buy,Apartment,4,2,98,0,0,1,34.00964,-6.86593,1213806
Rabat,Souissi,Rent,Apartment,3,3,122,0,0,0,33.98504,-6.84257,9275
Marrakech,Palmeraie,Buy,Apartment,3,1,148,0,0,0,31.62113,-7.98684,1886935
Rabat,Océan,Buy,Riad,7,6,264,0,0,0,34.05047,-6.86253,4844298
Rabat,Océan,Buy,Apartment,4,1,100,0,0,1,34.02708,-6.83383,1167167
Rabat,Hay Riad,Rent,Apartment,4,1,104,0,0,1,34.03158,-6.87716,13509
Marrakech,Medina,Rent,Riad,7,5,485,0,1,1,31.62082,-8.0177,74730
Marrakech,Medina,Buy,Villa,4,4,755,1,1,0,31.62929,-7.96238,12651314
Tangier,Centre Ville,Buy,Villa,3,4,452,0,1,1,35.75565,-5.82456,6083998
Rabat,Hay Riad,Rent,Apartment,4,2,107,0,0,0,34.03929,-6.82668,10448
Tangier,Marshane,Buy,Apartment,4,2,128,0,0,0,35.74043,-5.82496,1245119
Rabat,Océan,Rent,Apartment,2,2,75,0,0,1,34.01813,-6.8182,6616
Tangier,Malabata,Buy,Apartment,2,1,163,0,0,1,35.76033,-5.82942,2001358
Tangier,Moujahidine,Buy,Apartment,4,3,165,0,0,0,35.75242,-5.81724,1433253
Tangier,Centre Ville,Rent,Villa,5,2,637,1,1,0,35.71415,-5.79506,65248
Casablanca,Hay Mockh,Rent,Apartment,3,2,100,0,0,0,33.57316,-7.6003,7702
Marrakech,Guéliz,Rent,Riad,5,2,242,1,0,1,31.6423,-8.00126,40966
Rabat,Hay Riad,Buy,Land,0,0,1705,0,0,0,34.02091,-6.85275,22494573
Casablanca,Hay Mockh,Buy,Apartment,2,1,174,0,0,1,33.60574,-7.60833,2305111
Casablanca,Maârif,Rent,Apartment,2,2,139,0,0,1,33.5507,-7.60447,13776
Rabat,Hassan,Rent,Apartment,2,1,88,0,0,1,34.01377,-6.85018,8144
Rabat,Océan,Buy,Studio,1,1,41,0,0,1,34.01632,-6.83825,534698
Marrakech,Guéliz,Buy,Apartment,4,3,100,0,0,1,31.65451,-7.97522,1108516
Marrakech,Palmeraie,Buy,Land,0,0,516,0,0,0,31.62081,-8.011,5218188
Casablanca,Anfa,Buy,Apartment,2,3,154,0,0,1,33.56502,-7.57269,2567648
Rabat,Hassan,Rent,Apartment,2,1,91,0,0,1,34.01255,-6.84327,8643
Marrakech,Hivernage,Rent,Apartment,3,3,81,0,0,1,31.62605,-7.96074,9852
Marrakech,Medina,Buy,Apartment,2,1,90,0,0,1,31.63588,-8.01428,900129
Tangier,Moujahidine,Buy,Apartment,3,1,89,0,0,0,35.75282,-5.84952,772091
Casablanca,Hay Mockh,Rent,Studio,1,1,52,0,0,0,33.57117,-7.55754,4191
Marrakech,Palmeraie,Rent,Apartment,4,2,62,0,0,1,31.63651,-7.95344,7528
Rabat,Hay Riad,Buy,Apartment,4,2,115,0,0,1,34.00444,-6.78221,1777723
Rabat,Souissi,Buy,Land,0,0,142,0,0,0,34.05902,-6.83941,1338477
Tangier,Moujahidine,Buy,Studio,1,1,56,0,0,0,35.75217,-5.84094,519873
Marrakech,Medina,Buy,Land,0,0,395,0,0,0,31.63725,-7.9374,3053440
Casablanca,Bourgogne,Buy,Apartment,4,3,108,0,0,0,33.57747,-7.55642,1324126
Tangier,Centre Ville,Rent,Studio,1,1,36,0,0,0,35.77315,-5.83176,1947
Tangier,Marshane,Buy,Riad,4,4,436,0,1,1,35.76751,-5.82915,5791219
Marrakech,Guéliz,Rent,Apartment,3,3,162,0,0,0,31.62651,-8.01148,10344
Rabat,Souissi,Buy,Apartment,3,1,122,0,0,0,34.01847,-6.84832,1312861
Tangier,Moujahidine,Buy,Apartment,2,2,92,0,0,0,35.76534,-5.83346,876358
Rabat,Souissi,Buy,Land,0,0,1966,0,0,0,34.05949,-6.84366,15952870
Rabat,Hassan,Buy,Studio,1,1,35,0,0,0,34.05889,-6.8406,403922
Marrakech,Guéliz,Rent,Studio,1,1,42,0,0,0,31.6005,-7.98512,3154
Marrakech,Guéliz,Buy,Studio,1,1,52,0,0,1,31.58619,-7.96349,605325
Casablanca,Bourgogne,Buy,Apartment,4,3,66,0,0,0,33.60029,-7.61712,858876
Rabat,Hassan,Rent,Apartment,2,2,78,0,0,1,34.03627,-6.82582,7643
Rabat,Hay Riad,Buy,Studio,1,1,37,0,0,0,34.03036,-6.82927,553162
Marrakech,Sidi Ghanem,Buy,Apartment,2,1,171,0,0,0,31.62839,-7.98496,1582701
Casablanca,Bourgogne,Rent,Apartment,4,3,82,0,0,0,33.57583,-7.59628,6001
Tangier,Moujahidine,Rent,Apartment,2,1,62,0,0,1,35.75757,-5.83763,4905
Marrakech,Sidi Ghanem,Buy,Land,0,0,1559,0,0,0,31.62723,-7.97847,11885584
Casablanca,Maârif,Rent,Riad,3,4,383,1,1,1,33.57507,-7.60473,71785
Rabat,Hay Riad,Rent,Studio,1,1,34,0,0,1,34.03385,-6.83173,4707
Marrakech,Hivernage,Buy,Villa,3,4,375,1,1,1,31.62811,-7.97826,8504088
Casablanca,Bourgogne,Buy,Apartment,4,1,110,0,0,0,33.52389,-7.5926,1312591
Casablanca,Hay Mockh,Buy,Villa,4,3,447,1,1,1,33.5742,-7.60172,7585450
Rabat,Hassan,Buy,Apartment,2,2,82,0,0,1,34.04937,-6.84427,865643
Marrakech,Hivernage,Rent,Apartment,4,3,156,0,0,0,31.61551,-8.00441,16811
Tangier,Centre Ville,Buy,Land,0,0,101,0,0,0,35.75582,-5.82389,697686
Rabat,Hassan,Rent,Studio,1,1,46,0,0,1,33.99874,-6.82652,4374
Tangier,Moujahidine,Buy,Villa,7,5,732,0,1,1,35.75416,-5.81662,10851662
Tangier,Marshane,Buy,Riad,7,5,370,1,1,1,35.70678,-5.85179,5837996
Marrakech,Guéliz,Buy,Apartment,4,2,167,0,0,0,31.6023,-7.98536,1801631
Tangier,Moujahidine,Buy,Apartment,3,2,107,0,0,0,35.76314,-5.83905,1000969
Tangier,Centre Ville,Rent,Studio,1,1,54,0,0,0,35.76049,-5.82584,3282
Tangier,Centre Ville,Rent,Apartment,3,3,161,0,0,1,35.72355,-5.84497,11470
Marrakech,Medina,Rent,Apartment,3,1,78,0,0,0,31.67498,-7.96229,5578
Marrakech,Palmeraie,Rent,Apartment,3,2,111,0,0,0,31.62771,-7.95586,11939
Tangier,Marshane,Buy,Villa,4,5,333,1,1,0,35.76242,-5.84256,5132553
Marrakech,Guéliz,Buy,Land,0,0,705,0,0,0,31.64101,-8.01436,5584409
Rabat,Agdal,Buy,Apartment,3,2,176,0,0,0,33.98609,-6.84958,1796930
Tangier,Malabata,Buy,Apartment,4,2,105,0,0,1,35.76482,-5.82126,1413005
Tangier,Malabata,Buy,Apartment,3,1,105,0,0,0,35.76317,-5.82161,1453728
Rabat,Océan,Buy,Riad,4,2,303,0,1,0,34.02406,-6.85224,5720357
Casablanca,Bourgogne,Buy,Studio,1,1,36,0,0,1,33.57002,-7.58342,500246
Rabat,Agdal,Rent,Studio,1,1,44,0,0,0,34.02079,-6.86065,3252
Tangier,Marshane,Rent,Villa,7,4,491,0,1,1,35.7675,-5.84762,64393
Casablanca,Hay Mockh,Buy,Land,0,0,1653,0,0,0,33.54517,-7.61219,15922907
Tangier,Moujahidine,Rent,Studio,1,1,54,0,0,1,35.73997,-5.81449,4392
Casablanca,Anfa,Buy,Apartment,3,2,144,0,0,1,33.57146,-7.57493,2584979
Rabat,Hay Riad,Buy,Villa,4,3,295,1,1,0,34.00165,-6.85427,7296094
Marrakech,Guéliz,Buy,Apartment,2,2,61,0,0,1,31.65368,-7.9592,600061
Marrakech,Palmeraie,Rent,Apartment,4,1,113,0,0,1,31.62529,-7.98752,13105
Marrakech,Palmeraie,Buy,Riad,7,6,461,1,0,1,31.62002,-7.9469,11267644
Marrakech,Guéliz,Buy,Villa,5,5,267,0,1,1,31.64058,-7.99339,4533779
Marrakech,Palmeraie,Buy,Riad,3,2,670,1,1,1,31.60701,-8.01195,16204396
Rabat,Hassan,Buy,Villa,5,6,771,1,1,1,34.00999,-6.83197,12318474
Rabat,Souissi,Buy,Apartment,4,1,145,0,0,1,33.99281,-6.8234,1740914
Rabat,Océan,Buy,Apartment,2,1,164,0,0,0,34.03083,-6.86319,1981797
Tangier,Marshane,Buy,Apartment,3,3,98,0,0,0,35.77007,-5.84427,942823
Tangier,Malabata,Rent,Apartment,4,2,162,0,0,1,35.76513,-5.83764,17699
Casablanca,Anfa,Buy,Apartment,4,1,168,0,0,1,33.54609,-7.55879,2780298
Marrakech,Palmeraie,Buy,Villa,4,2,755,1,1,0,31.61386,-7.99031,15847217
Tangier,Moujahidine,Buy,Villa,7,4,506,0,1,0,35.74496,-5.84617,6934180
Tangier,Malabata,Buy,Riad,5,2,646,1,1,0,35.77017,-5.86309,14475426
Casablanca,Sidi Maârouf,Buy,Land,0,0,858,0,0,0,33.57796,-7.58653,7799476
Casablanca,Sidi Maârouf,Rent,Apartment,2,2,172,0,0,1,33.57964,-7.58671,16767
Tangier,Centre Ville,Buy,Riad,6,5,440,0,1,0,35.76362,-5.822,7041362
Marrakech,Sidi Ghanem,Rent,Apartment,3,3,108,0,0,1,31.58521,-7.96475,8848
Casablanca,Maârif,Buy,Studio,1,1,32,0,0,1,33.55749,-7.56492,435934
Casablanca,Anfa,Rent,Apartment,4,2,123,0,0,1,33.55257,-7.58639,16404
Marrakech,Guéliz,Buy,Apartment,2,2,82,0,0,0,31.62989,-7.96945,899214
Rabat,Souissi,Rent,Apartment,4,3,177,0,0,1,34.04054,-6.85022,16778
Rabat,Océan,Rent,Studio,1,1,32,0,0,0,34.01931,-6.84201,2347
Rabat,Souissi,Buy,Apartment,2,1,134,0,0,0,34.00786,-6.8436,1499969
Casablanca,Bourgogne,Buy,Apartment,2,1,161,0,0,0,33.55663,-7.59299,1816829
Tangier,Moujahidine,Rent,Apartment,2,2,135,0,0,0,35.77247,-5.83315,7408
Casablanca,Bourgogne,Buy,Villa,5,3,266,1,1,1,33.59468,-7.58886,4835411
Marrakech,Sidi Ghanem,Rent,Villa,3,5,429,1,1,0,31.61286,-8.0028,49167
Rabat,Hay Riad,Rent,Apartment,4,2,163,0,0,0,33.96371,-6.86619,18737
Rabat,Souissi,Rent,Studio,1,1,50,0,0,1,34.04783,-6.83414,4807
Tangier,Moujahidine,Buy,Land,0,0,1752,0,0,0,35.75445,-5.82635,11855623
Marrakech,Medina,Buy,Land,0,0,1464,0,0,0,31.65217,-8.0076,12199574
Rabat,Hay Riad,Buy,Villa,4,5,352,1,1,0,34.02938,-6.84337,8741602
Casablanca,Bourgogne,Buy,Apartment,2,1,73,0,0,1,33.54938,-7.57316,878791
Marrakech,Hivernage,Buy,Villa,8,2,489,1,1,1,31.60672,-7.96299,10951037
Marrakech,Palmeraie,Buy,Villa,6,5,325,1,1,1,31.65,-8.001,7741350
Rabat,Hay Riad,Rent,Apartment,3,3,64,0,0,0,34.04635,-6.82063,6994
Tangier,Centre Ville,Buy,Apartment,3,1,66,0,0,0,35.73036,-5.8465,553231
Rabat,Hassan,Buy,Apartment,2,2,119,0,0,1,34.04321,-6.84748,1266061
Tangier,Marshane,Rent,Riad,6,3,534,1,1,1,35.78243,-5.81819,74863
Marrakech,Guéliz,Buy,Apartment,2,2,113,0,0,0,31.62285,-7.9743,1174602
